"co_seq_procedimento","co_procedimento","co_grupo","co_sub_grupo","co_forma_organizacao","nu_competencia_min","nu_competencia_max","qt_registro","qt_no_procedimento","no_procedimento","tp_complexidade","tp_sexo","qt_maxima_execucao","qt_dias_permanencia","qt_pontos","vl_idade_minima","vl_idade_maxima","vl_sh","vl_sa","vl_sp","co_financiamento","co_rubrica","qt_tempo_permanencia","no_grupo","no_sub_grupo","no_forma_organizacao","sg_procedimento"
847,206010087,2,6,1,200801,202301,175,1,TOMOMIELOGRAFIA COMPUTADORIZADA,"3",I,"1","9999","0","0","1571","138.6300000000000000","138.6300000000000000","0.00000000000000000000","6",      ,"9999",Procedimentos com finalidade diagnóstica,Diagnóstico por tomografia                                                                          ,"Tomografia da cabeça, pescoço e coluna vertebral                                                    ",TOCO
349,202030245,2,2,3,200801,202301,175,2,INTRADERMORREACAO COM DERIVADO PROTEICO PURIFICADO (PPD),"1",I,"9999","9999","0","0","1571","0.00000000000000000000","0.00000000000000000000","0.00000000000000000000","1",      ,"9999",Procedimentos com finalidade diagnóstica,Diagnóstico em laboratório clínico                                                                  ,Exames sorológicos e imunológicos                                                                   ,INCODEPR
350,202030253,2,2,3,200801,202301,175,1,PESQUISA DE ANTICORPO IGG ANTICARDIOLIPINA,"2",I,"9999","9999","0","0","1571","0.00000000000000000000","10.0000000000000000","0.00000000000000000000","6",      ,"9999",Procedimentos com finalidade diagnóstica,Diagnóstico em laboratório clínico                                                                  ,Exames sorológicos e imunológicos                                                                   ,PEDEANIG
351,202030261,2,2,3,200801,202301,175,1,PESQUISA DE ANTICORPO IGM ANTICARDIOLIPINA,"2",I,"9999","9999","0","0","1571","0.00000000000000000000","10.0000000000000000","0.00000000000000000000","6",      ,"9999",Procedimentos com finalidade diagnóstica,Diagnóstico em laboratório clínico                                                                  ,Exames sorológicos e imunológicos                                                                   ,PEDEANIG
876,208010050,2,8,1,200801,202301,175,1,CINTILOGRAFIA P/ AVALIACAO DE FLUXO SANGUINEO DE EXTREMIDADES,"3",I,"1","9999","0","0","1571","114.0200000000000000","114.0200000000000000","0.00000000000000000000","6",      ,"9999",Procedimentos com finalidade diagnóstica,Diagnóstico por medicina nuclear in vivo                                                            ,Aparelho cardiovascular                                                                             ,CIPAVDEF
877,208010068,2,8,1,200801,202301,175,1,CINTILOGRAFIA P/ QUANTIFICACAO DE SHUNT EXTRACARDIACO,"3",I,"1","9999","0","0","1571","142.5700000000000000","142.5700000000000000","0.00000000000000000000","6",      ,"9999",Procedimentos com finalidade diagnóstica,Diagnóstico por medicina nuclear in vivo                                                            ,Aparelho cardiovascular                                                                             ,CIPQUDES
878,208010076,2,8,1,200801,202301,175,1,CINTILOGRAFIA SINCRONIZADA DE CAMARAS CARDIACAS EM SITUACAO DE ESFORCO,"3",I,"1","9999","0","0","1571","214.8500000000000000","214.8500000000000000","0.00000000000000000000","6",      ,"9999",Procedimentos com finalidade diagnóstica,Diagnóstico por medicina nuclear in vivo                                                            ,Aparelho cardiovascular                                                                             ,CISIDECA
883,208020039,2,8,2,200801,202301,175,1,CINTILOGRAFIA DE GLANDULAS SALIVARES C/ OU S/ ESTIMULO,"3",I,"1","9999","0","0","1571","87.8900000000000000","87.8900000000000000","0.00000000000000000000","6",      ,"9999",Procedimentos com finalidade diagnóstica,Diagnóstico por medicina nuclear in vivo                                                            ,Aparelho digestivo                                                                                  ,CIDEGLSA
353,202030288,2,2,3,200801,202301,175,1,PESQUISA DE ANTICORPOS ANTI-HELICOBACTER PYLORI,"2",I,"9999","9999","0","0","1571","0.00000000000000000000","17.1600000000000000","0.00000000000000000000","6",      ,"9999",Procedimentos com finalidade diagnóstica,Diagnóstico em laboratório clínico                                                                  ,Exames sorológicos e imunológicos                                                                   ,PEDEANAN
354,202030296,2,2,3,200801,202301,175,1,PESQUISA DE ANTICORPOS ANTI-HIV-1 (WESTERN BLOT),"2",I,"9999","9999","0","24","1571","0.00000000000000000000","85.0000000000000000","0.00000000000000000000","6",      ,"9999",Procedimentos com finalidade diagnóstica,Diagnóstico em laboratório clínico                                                                  ,Exames sorológicos e imunológicos                                                                   ,PEDEANAN1
355,202030300,2,2,3,200801,202301,175,1,PESQUISA DE ANTICORPOS ANTI-HIV-1 + HIV-2 (ELISA),"2",I,"9999","9999","0","0","1571","0.00000000000000000000","10.0000000000000000","0.00000000000000000000","6",      ,"9999",Procedimentos com finalidade diagnóstica,Diagnóstico em laboratório clínico                                                                  ,Exames sorológicos e imunológicos                                                                   ,PEDEANAN12
914,208060030,2,8,6,200801,202301,175,1,ESTUDO DE FLUXO SANGUINEO CEREBRAL,"3",I,"1","9999","0","0","1571","119.1600000000000000","119.1600000000000000","0.00000000000000000000","6",      ,"9999",Procedimentos com finalidade diagnóstica,Diagnóstico por medicina nuclear in vivo                                                            ,Aparelho nervoso                                                                                    ,ESDEFLSA
915,208070010,2,8,7,200801,202301,175,1,CINTILOGRAFIA DE PULMAO C/ GALIO 67,"3",I,"1","9999","0","0","1571","457.5500000000000000","457.5500000000000000","0.00000000000000000000","6",      ,"9999",Procedimentos com finalidade diagnóstica,Diagnóstico por medicina nuclear in vivo                                                            ,Aparelho respiratório                                                                               ,CIDEPUCG67
916,208070028,2,8,7,200801,202301,175,2,CINTILOGRAFIA DE PULMÃO P/ PESQUISA DE ASPIRAÇÃO,"3",I,"1","9999","0","0","1571","127.5100000000000000","127.5100000000000000","0.00000000000000000000","6",      ,"9999",Procedimentos com finalidade diagnóstica,Diagnóstico por medicina nuclear in vivo                                                            ,Aparelho respiratório                                                                               ,CIDEPUPP
917,208070036,2,8,7,200801,202301,175,1,CINTILOGRAFIA DE PULMAO POR INALACAO (MINIMO 2 PROJECOES),"3",I,"1","9999","0","0","1571","128.1200000000000000","128.1200000000000000","0.00000000000000000000","6",      ,"9999",Procedimentos com finalidade diagnóstica,Diagnóstico por medicina nuclear in vivo                                                            ,Aparelho respiratório                                                                               ,CIDEPUPO2
920,208080023,2,8,8,200801,202301,175,1,DEMONSTRACAO DE SEQUESTRO DE HEMACIAS PELO BACO (C/ RADIOISOTOPOS),"3",I,"1","9999","0","0","1571","97.3700000000000000","97.3700000000000000","0.00000000000000000000","6",      ,"9999",Procedimentos com finalidade diagnóstica,Diagnóstico por medicina nuclear in vivo                                                            ,Aparelho hematológico                                                                               ,DEDESEDE
921,208080031,2,8,8,200801,202301,175,1,DETERMINACAO DE SOBREVIDA DE HEMACIAS (C/ RADIOSOTOPOS),"3",I,"1","9999","0","0","1571","54.3600000000000000","54.3600000000000000","0.00000000000000000000","6",      ,"9999",Procedimentos com finalidade diagnóstica,Diagnóstico por medicina nuclear in vivo                                                            ,Aparelho hematológico                                                                               ,DEDESODE
922,208080040,2,8,8,200801,202301,175,1,LINFOCINTILOGRAFIA,"3",I,"1","9999","0","0","1571","141.3300000000000000","141.3300000000000000","0.00000000000000000000","6",      ,"9999",Procedimentos com finalidade diagnóstica,Diagnóstico por medicina nuclear in vivo                                                            ,Aparelho hematológico                                                                               ,LI
923,208090010,2,8,9,200801,202301,175,1,CINTILOGRAFIA DE CORPO INTEIRO C/ GALIO 67 P/ PESQUISA DE NEOPLASIAS,"3",I,"1","9999","0","0","1571","906.8000000000000000","906.8000000000000000","0.00000000000000000000","6",      ,"9999",Procedimentos com finalidade diagnóstica,Diagnóstico por medicina nuclear in vivo                                                            ,Outros métodos de diagnóstico em medicina nuclear in vivo                                           ,CIDECOIN67
