"co_seq","co_cid","no_cid","co_capitulo","no_capitulo","ds_titulo_capitulo","co_categoria","no_categoria","ds_agrupamento","co_seq_diretriz"
2493,F173,Transtornos mentais e comportamentais devidos ao uso de fumo - sindrome [estado] de abstinencia ,5,Capitulo V,Transtornos mentais e comportamentais,F17,Transtornos mentais e comportamentais devidos ao uso de fumo,Transtornos mentais e comportamentais devidos ao uso de substancia psicoativa (F10-F19),119
14013,Z720,Uso do tabaco ,21,Capitulo XXI,Fatores que influenciam o estado de saude e o contato com os servicos de saude,Z72,Problemas relacionados com o estilo de vida,Pessoas em contato com os servicos de saude em outras circunstancias (Z70-Z76),119
2567,F317,"Transtorno afetivo bipolar, atualmente em remissao ",5,Capitulo V,Transtornos mentais e comportamentais,F31,Transtorno afetivo bipolar,Transtornos do humor [afetivos] (F30-F39),120
2565,F315,"Transtorno afetivo bipolar, episodio atual depressivo grave com sintomas psicoticos ",5,Capitulo V,Transtornos mentais e comportamentais,F31,Transtorno afetivo bipolar,Transtornos do humor [afetivos] (F30-F39),120
2563,F313,"Transtorno afetivo bipolar, episodio atual depressivo leve ou moderado ",5,Capitulo V,Transtornos mentais e comportamentais,F31,Transtorno afetivo bipolar,Transtornos do humor [afetivos] (F30-F39),120
2564,F314,"Transtorno afetivo bipolar, episodio atual depressivo grave sem sintomas psicoticos ",5,Capitulo V,Transtornos mentais e comportamentais,F31,Transtorno afetivo bipolar,Transtornos do humor [afetivos] (F30-F39),120
2566,F316,"Transtorno afetivo bipolar, episodio atual misto ",5,Capitulo V,Transtornos mentais e comportamentais,F31,Transtorno afetivo bipolar,Transtornos do humor [afetivos] (F30-F39),120
1767,D500,Anemia por deficiencia de ferro secundaria a perda de sangue (cronica) ,3,Capitulo III,Doencas do sangue e dos orgaos hematopoeticos e alguns transtornos imunitarios,D50,Anemia por deficiencia de ferro,Anemias nutricionais (D50-D89),6
5329,M081,Espondilite ancilosante juvenil ,13,Capitulo XIII,Doencas do sistema osteomuscular e do tecido conjuntivo,M08,Artrite juvenil,Poliartropatias inflamatorias (M05-M14),9
5328,M080,Artrite reumatoide juvenil ,13,Capitulo XIII,Doencas do sistema osteomuscular e do tecido conjuntivo,M08,Artrite juvenil,Poliartropatias inflamatorias (M05-M14),9
5322,M072,Espondilite psoriasica (L40.5+) ,13,Capitulo XIII,Doencas do sistema osteomuscular e do tecido conjuntivo,M07,Artropatias psoriasicas e enteropaticas,Poliartropatias inflamatorias (M05-M14),10
5320,M070,Artropatia psoriasica interfalangiana distal (L40.5+) ,13,Capitulo XIII,Doencas do sistema osteomuscular e do tecido conjuntivo,M07,Artropatias psoriasicas e enteropaticas,Poliartropatias inflamatorias (M05-M14),10
5296,M023,Doenca de Reiter ,13,Capitulo XIII,Doencas do sistema osteomuscular e do tecido conjuntivo,M02,Artropatias reacionais,Artropatias infecciosas (M00-M03),11
5294,M021,Artropatia pos-desinterica ,13,Capitulo XIII,Doencas do sistema osteomuscular e do tecido conjuntivo,M02,Artropatias reacionais,Artropatias infecciosas (M00-M03),11
5306,M051,Doenca reumatoide do pulmao (J99.0*) ,13,Capitulo XIII,Doencas do sistema osteomuscular e do tecido conjuntivo,M05,Artrite reumatoide soro-positiva,Poliartropatias inflamatorias (M05-M14),12
5305,M050,Sindrome de Felty ,13,Capitulo XIII,Doencas do sistema osteomuscular e do tecido conjuntivo,M05,Artrite reumatoide soro-positiva,Poliartropatias inflamatorias (M05-M14),12
2882,G121,Outras atrofias musculares espinais hereditarias ,6,Capitulo VI,Doencas do sistema nervoso,G12,Atrofia muscular espinal e sindromes correlatas,Atrofias sistemicas que afetam principalmente o sistema nervoso central (G10-G13),14
1177,C500,Mamilo e areola ,2,Capitulo II,Neoplasias [tumores],C50,Neoplasia maligna da mama,Neoplasia [tumor] maligna(o) da mama (C50),18
1178,C501,Porcao central da mama ,2,Capitulo II,Neoplasias [tumores],C50,Neoplasia maligna da mama,Neoplasia [tumor] maligna(o) da mama (C50),18
1023,C185,Flexura (angulo) esplenica(o) ,2,Capitulo II,Neoplasias [tumores],C18,Neoplasia maligna do colon,Neoplasias [tumores] malignas(os) dos orgaos digestivos (C15-C26),19
993,C151,Porcao toracica do esofago (esofago toracico) ,2,Capitulo II,Neoplasias [tumores],C15,Neoplasia maligna do esofago,Neoplasias [tumores] malignas(os) dos orgaos digestivos (C15-C26),19
992,C150,Porcao cervical do esofago (esofago cervical) ,2,Capitulo II,Neoplasias [tumores],C15,Neoplasia maligna do esofago,Neoplasias [tumores] malignas(os) dos orgaos digestivos (C15-C26),19
4055,I822,Embolia e trombose de veia cava ,9,Capitulo IX,Doencas do aparelho circulatorio,I82,Outra embolia e trombose venosas,"Doencas das veias, dos vasos linfaticos e dos ganglios linfaticos, nao classificados em outra parte (I80-I89)",123
4054,I821,Tromboflebite migratoria ,9,Capitulo IX,Doencas do aparelho circulatorio,I82,Outra embolia e trombose venosas,"Doencas das veias, dos vasos linfaticos e dos ganglios linfaticos, nao classificados em outra parte (I80-I89)",123
6524,O225,Trombose venosa cerebral na gravidez ,15,Capitulo XV,"Gravidez, parto e puerperio",O22,Complicacoes venosas na gravidez,Outros transtornos maternos relacionados predominantemente com a gravidez (O20-O29),123
6522,O223,Flebotrombose profunda na gravidez ,15,Capitulo XV,"Gravidez, parto e puerperio",O22,Complicacoes venosas na gravidez,Outros transtornos maternos relacionados predominantemente com a gravidez (O20-O29),123
4057,I828,Embolia e trombose de outras veias especificadas ,9,Capitulo IX,Doencas do aparelho circulatorio,I82,Outra embolia e trombose venosas,"Doencas das veias, dos vasos linfaticos e dos ganglios linfaticos, nao classificados em outra parte (I80-I89)",123
1272,C713,Lobo parietal ,2,Capitulo II,Neoplasias [tumores],C71,Neoplasia maligna do encefalo,"Neoplasias [tumores] malignas(os) dos olhos, do encefalo e de outras partes do sistema nervoso central (C69-C72)",124
2881,G120,Atrofia muscular espinal infantil tipo I [Werdnig-Hoffman] ,6,Capitulo VI,Doencas do sistema nervoso,G12,Atrofia muscular espinal e sindromes correlatas,Atrofias sistemicas que afetam principalmente o sistema nervoso central (G10-G13),14
14242,U04,Designação provisória de novas doenças de etiologia incerta,22,Capítulo XXII,C¢digos para propósitos especiais,U04,Designação provisória de novas doenças de etiologia incerta,Designação provisória de novas doenças de etiologia incerta,15
597,B342,"Infeccao por coronavirus, nao especificada ",1,Capitulo I,Algumas doencas infecciosas e parasitarias,B34,"Doencas por virus, de localizacao nao especificada",Outras doencas virais (B25-B34),15
914,C00,Neoplasia maligna do labio,2,Capitulo II,Neoplasias [tumores],C00,Neoplasia maligna do labio,"Neoplasias [tumores] malignas(os) do labio, cavidade oral e faringe (C00-C14)",23
924,C01,Neoplasia maligna da base da lingua ,2,Capitulo II,Neoplasias [tumores],C01,Neoplasia maligna da base da lingua ,"Neoplasias [tumores] malignas(os) do labio, cavidade oral e faringe (C00-C14)",23
5563,M468,Outras espondilopatias inflamatorias especificadas ,13,Capitulo XIII,Doencas do sistema osteomuscular e do tecido conjuntivo,M46,Outras espondilopatias inflamatorias,Espondilopatias (M45-M49),55
5567,M471,Outras espondiloses com mielopatia ,13,Capitulo XIII,Doencas do sistema osteomuscular e do tecido conjuntivo,M47,Espondilose,Espondilopatias (M45-M49),56
5568,M472,Outras espondiloses com radiculopatias ,13,Capitulo XIII,Doencas do sistema osteomuscular e do tecido conjuntivo,M47,Espondilose,Espondilopatias (M45-M49),56
996,C154,Terco medio do esofago ,2,Capitulo II,Neoplasias [tumores],C15,Neoplasia maligna do esofago,Neoplasias [tumores] malignas(os) dos orgaos digestivos (C15-C26),19
1022,C184,Colon transverso ,2,Capitulo II,Neoplasias [tumores],C18,Neoplasia maligna do colon,Neoplasias [tumores] malignas(os) dos orgaos digestivos (C15-C26),19
995,C153,Terco superior do esofago ,2,Capitulo II,Neoplasias [tumores],C15,Neoplasia maligna do esofago,Neoplasias [tumores] malignas(os) dos orgaos digestivos (C15-C26),19
2523,F200,Esquizofrenia paranoide ,5,Capitulo V,Transtornos mentais e comportamentais,F20,Esquizofrenia,"Esquizofrenia, transtonos esquizotipicos e transtornos delirantes (F20-F29)",57
2524,F201,Esquizofrenia hebefrenica ,5,Capitulo V,Transtornos mentais e comportamentais,F20,Esquizofrenia,"Esquizofrenia, transtonos esquizotipicos e transtornos delirantes (F20-F29)",57
2241,E700,Fenilcetonuria classica ,4,Capitulo IV,"Doencas endocrinas, nutricionais e metabolicas",E70,Disturbios do metabolismo de aminoacidos aromaticos,Disturbios metabolicos (E70-E90),58
2242,E701,Outras hiperfenilalaninemias ,4,Capitulo IV,"Doencas endocrinas, nutricionais e metabolicas",E70,Disturbios do metabolismo de aminoacidos aromaticos,Disturbios metabolicos (E70-E90),58
2329,E841,Fibrose cistica com manifestacoes intestinais ,4,Capitulo IV,"Doencas endocrinas, nutricionais e metabolicas",E84,Fibrose cistica,Disturbios metabolicos (E70-E90),59
1002,C161,Fundo do estomago ,2,Capitulo II,Neoplasias [tumores],C16,Neoplasia maligna do estomago,Neoplasias [tumores] malignas(os) dos orgaos digestivos (C15-C26),19
1170,C493,Tecido conjuntivo e tecidos moles do torax ,2,Capitulo II,Neoplasias [tumores],C49,Neoplasia maligna do tecido conjuntivo e de outros tecidos moles,Neoplasias [tumores] malignas(os) do tecido mesotelial e tecidos moles (C45-C49),19
1026,C188,Lesao invasiva do colon ,2,Capitulo II,Neoplasias [tumores],C18,Neoplasia maligna do colon,Neoplasias [tumores] malignas(os) dos orgaos digestivos (C15-C26),19
1016,C179,"Intestino delgado, nao especificado ",2,Capitulo II,Neoplasias [tumores],C17,Neoplasia maligna do intestino delgado,Neoplasias [tumores] malignas(os) dos orgaos digestivos (C15-C26),19
1024,C186,Colon descendente ,2,Capitulo II,Neoplasias [tumores],C18,Neoplasia maligna do colon,Neoplasias [tumores] malignas(os) dos orgaos digestivos (C15-C26),19
1014,C173,Diverticulo de Meckel ,2,Capitulo II,Neoplasias [tumores],C17,Neoplasia maligna do intestino delgado,Neoplasias [tumores] malignas(os) dos orgaos digestivos (C15-C26),19
1036,C220,Carcinoma de celulas hepaticas ,2,Capitulo II,Neoplasias [tumores],C22,Neoplasia maligna do figado e das vias biliares intra-hepaticas,Neoplasias [tumores] malignas(os) dos orgaos digestivos (C15-C26),21
2779,F840,Autismo infantil ,5,Capitulo V,Transtornos mentais e comportamentais,F84,Transtornos globais do desenvolvimento,Transtornos do desenvolvimento psicologico (F80-F89),22
2780,F841,Autismo atipico ,5,Capitulo V,Transtornos mentais e comportamentais,F84,Transtornos globais do desenvolvimento,Transtornos do desenvolvimento psicologico (F80-F89),22
1081,C34,Neoplasia maligna dos bronquios e dos pulmoes,2,Capitulo II,Neoplasias [tumores],C34,Neoplasia maligna dos bronquios e dos pulmoes,Neoplasias [tumores] malignas(os)do aparelho respiratorio e dos orgaos intratoracicos (C30-C39),24
1082,C340,Bronquio principal ,2,Capitulo II,Neoplasias [tumores],C34,Neoplasia maligna dos bronquios e dos pulmoes,Neoplasias [tumores] malignas(os)do aparelho respiratorio e dos orgaos intratoracicos (C30-C39),24
2752,F78,Outro retardo mental,5,Capitulo V,Transtornos mentais e comportamentais,F78,Outro retardo mental,Retardo mental (F70-F79),25
2328,E840,Fibrose cistica com manifestacoes pulmonares ,4,Capitulo IV,"Doencas endocrinas, nutricionais e metabolicas",E84,Fibrose cistica,Disturbios metabolicos (E70-E90),59
1116,C430,Melanoma maligno do labio ,2,Capitulo II,Neoplasias [tumores],C43,Melanoma maligno da pele,Melanoma e outras neoplasias [tumores] malignas(os) da pele (C43-C44),96
1115,C43,Melanoma maligno da pele,2,Capitulo II,Neoplasias [tumores],C43,Melanoma maligno da pele,Melanoma e outras neoplasias [tumores] malignas(os) da pele (C43-C44),96
2228,E660,Obesidade devida a excesso de calorias ,4,Capitulo IV,"Doencas endocrinas, nutricionais e metabolicas",E66,Obesidade,Obesidade e outras formas de hiperalimentacao (E65-E68),112
2227,E66,Obesidade,4,Capitulo IV,"Doencas endocrinas, nutricionais e metabolicas",E66,Obesidade,Obesidade e outras formas de hiperalimentacao (E65-E68),112
10858,W134,Queda de ou para fora de edificios ou outras estruturas - rua e estrada ,20,Capitulo XX,Causas externas de morbidade e de mortalidade,W13,Queda de ou para fora de edificios ou outras estruturas,Quedas (W00-W19),
10861,W137,Queda de ou para fora de edificios ou outras estruturas - fazenda ,20,Capitulo XX,Causas externas de morbidade e de mortalidade,W13,Queda de ou para fora de edificios ou outras estruturas,Quedas (W00-W19),
10862,W138,Queda de ou para fora de edificios ou outras estruturas - outros locais especificados ,20,Capitulo XX,Causas externas de morbidade e de mortalidade,W13,Queda de ou para fora de edificios ou outras estruturas,Quedas (W00-W19),
1987,E053,Tireotoxicose causada por tecido tireoidiano ectopico ,4,Capitulo IV,"Doencas endocrinas, nutricionais e metabolicas",E05,Tireotoxicose [hipertireoidismo],Transtornos da glandula tireoide (E00-E07),
5433,M219,Deformidade adquirida nao especificada de membro ,13,Capitulo XIII,Doencas do sistema osteomuscular e do tecido conjuntivo,M21,Outras deformidades adquiridas dos membros,Outros transtornos articulares (M20-M25),
10844,W121,Queda em ou de um andaime - habitacao coletiva ,20,Capitulo XX,Causas externas de morbidade e de mortalidade,W12,Queda em ou de um andaime,Quedas (W00-W19),
10846,W123,Queda em ou de um andaime - area para a pratica de esportes e atletismo ,20,Capitulo XX,Causas externas de morbidade e de mortalidade,W12,Queda em ou de um andaime,Quedas (W00-W19),
10847,W124,Queda em ou de um andaime - rua e estrada ,20,Capitulo XX,Causas externas de morbidade e de mortalidade,W12,Queda em ou de um andaime,Quedas (W00-W19),
5128,L651,Efluvio anageno ,12,Capitulo XII,Doencas da pele e do tecido subcutaneo,L65,Outras formas nao cicatriciais da perda de cabelos ou pelos,Afeccoes dos anexos da pele (L60-L75),
10804,W085,Queda de outro tipo de mobilia - areas de comercio e de servicos ,20,Capitulo XX,Causas externas de morbidade e de mortalidade,W08,Queda de outro tipo de mobilia,Quedas (W00-W19),
9029,S927,Fraturas multiplas do pe ,19,Capitulo XIX,"Lesoes, envenenamento e algumas outras consequencias de causas externas",S92,Fratura do pe (exceto do tornozelo),Traumatismos do tornozelo e do pe (S90-S99),
2753,F780,Outro retardo mental - mencao de ausencia de ou de comprometimento minimo do comportamento ,5,Capitulo V,Transtornos mentais e comportamentais,F78,Outro retardo mental,Retardo mental (F70-F79),25
5498,M331,Outras dermatomiosites ,13,Capitulo XIII,Doencas do sistema osteomuscular e do tecido conjuntivo,M33,Dermatopoliomiosite,Doencas sistemicas do tecido conjuntivo (M30-M36),28
5497,M330,Dermatomiosite juvenil ,13,Capitulo XIII,Doencas do sistema osteomuscular e do tecido conjuntivo,M33,Dermatopoliomiosite,Doencas sistemicas do tecido conjuntivo (M30-M36),28
2006,E100,Diabetes mellitus insulino-dependente - com coma ,4,Capitulo IV,"Doencas endocrinas, nutricionais e metabolicas",E10,Diabetes mellitus insulino-dependente,Diabetes mellitus (E10-E14),29
2007,E101,Diabetes mellitus insulino-dependente - com cetoacidose ,4,Capitulo IV,"Doencas endocrinas, nutricionais e metabolicas",E10,Diabetes mellitus insulino-dependente,Diabetes mellitus (E10-E14),29
2005,E10,Diabetes mellitus insulino-dependente,4,Capitulo IV,"Doencas endocrinas, nutricionais e metabolicas",E10,Diabetes mellitus insulino-dependente,Diabetes mellitus (E10-E14),30
2016,E11,Diabetes mellitus nao-insulino-dependente,4,Capitulo IV,"Doencas endocrinas, nutricionais e metabolicas",E11,Diabetes mellitus nao-insulino-dependente,Diabetes mellitus (E10-E14),30
7959,Q960,"Cariotipo 45, X ",17,Capitulo XVII,"Malformacoes congenitas, deformidades e anomalias cromossomicas",Q96,Sindrome de Turner,Anomalias cromossomicas nao classificadas em outra parte (Q90-Q99),118
7960,Q961,"Cariotipo 46, X iso (Xq) ",17,Capitulo XVII,"Malformacoes congenitas, deformidades e anomalias cromossomicas",Q96,Sindrome de Turner,Anomalias cromossomicas nao classificadas em outra parte (Q90-Q99),118
570,B261,Meningite por caxumba [parotidite epidemica] (G02.0*) ,1,Capitulo I,Algumas doencas infecciosas e parasitarias,B26,Caxumba [Parotidite epidemica],Outras doencas virais (B25-B34),
575,B27,Mononucleose infecciosa,1,Capitulo I,Algumas doencas infecciosas e parasitarias,B27,Mononucleose infecciosa,Outras doencas virais (B25-B34),
3376,H31,Outros transtornos da coroide,7,Capitulo VII,Doencas do olho e anexos,H31,Outros transtornos da coroide,Transtornos da coroide e da retina (H30-H36),
599,B344,"Infeccao por papovavirus, nao especificada ",1,Capitulo I,Algumas doencas infecciosas e parasitarias,B34,"Doencas por virus, de localizacao nao especificada",Outras doencas virais (B25-B34),
506,B084,Estomatite vesicular devida a enterovirus com exantema ,1,Capitulo I,Algumas doencas infecciosas e parasitarias,B08,"Outras infeccoes virais caracterizadas por lesoes da pele e das membranas mucosas, nao classificadas em outra parte",Infeccoes virais caracterizadas por lesoes da pele e mucosas (B00-B09),
